"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ENSG00000130208",2.03155652980647e-117,0.675464509409415,0.998,0.996,3.98449182190944e-113,"0","ENSG00000130208"
"ENSG00000235770",7.0756986469632e-102,0.864386462270187,0.949,0.761,1.38775677562889e-97,"0","ENSG00000235770"
"ENSG00000130203",7.19658223152665e-80,0.622621598101363,1,0.999,1.41146567306932e-75,"0","ENSG00000130203"
"ENSG00000251562",1.97664191427092e-72,0.726132965119554,1,0.968,3.87678778645955e-68,"0","ENSG00000251562"
"ENSG00000002586",1.74157715097174e-59,0.469327425975959,0.995,0.987,3.41575526620087e-55,"0","ENSG00000002586"
"ENSG00000100979",1.08761539170058e-57,0.459079089728567,0.968,0.889,2.13314006774235e-53,"0","ENSG00000100979"
"ENSG00000243955",3.85526552764418e-44,0.491767766908166,0.994,0.988,7.56133227936853e-40,"0","ENSG00000243955"
"ENSG00000109475",2.88119936777513e-41,0.301610972230977,1,0.995,5.65089632001737e-37,"0","ENSG00000109475"
"ENSG00000156508",3.08373080781854e-41,0.294143819600911,0.998,0.999,6.04812123337451e-37,"0","ENSG00000156508"
"ENSG00000108298",6.38490575170978e-40,0.276290105072835,0.998,0.995,1.25227156508284e-35,"0","ENSG00000108298"
"ENSG00000167614",2.50704687681634e-38,0.432931030731611,0.714,0.508,4.91707103949989e-34,"0","ENSG00000167614"
"ENSG00000146278",2.91061032362795e-38,0.297294808960065,0.631,0.397,5.70858002773149e-34,"0","ENSG00000146278"
"ENSG00000267002",3.16079090826562e-37,0.444882011036974,0.521,0.296,6.19925920838135e-33,"0","ENSG00000267002"
"ENSG00000266010",5.26568794723711e-30,0.33509434976354,0.827,0.681,1.03275937709161e-25,"0","ENSG00000266010"
"ENSG00000245532",7.76569605732234e-30,0.366363579276495,1,0.958,1.52308596772263e-25,"0","ENSG00000245532"
"ENSG00000114638",5.54944250830864e-27,0.37698530596261,0.926,0.799,1.08841215915457e-22,"0","ENSG00000114638"
"ENSG00000106538",2.09289555694718e-26,0.272476390856979,0.998,0.996,4.10479605584051e-22,"0","ENSG00000106538"
"ENSG00000162576",2.53142415852312e-26,0.262411818330079,0.833,0.687,4.9648822021114e-22,"0","ENSG00000162576"
"ENSG00000134812",5.35264378498753e-25,0.283777826085174,0.572,0.355,1.0498140255496e-20,"0","ENSG00000134812"
"ENSG00000189409",1.23823727307542e-24,0.259087160966677,0.761,0.607,2.42855476368283e-20,"0","ENSG00000189409"
"ENSG00000166165",1.21701232418566e-23,0.290315553778601,0.994,0.966,2.38692627142534e-19,"0","ENSG00000166165"
"ENSG00000126458",1.4347444675005e-21,0.284865544623413,0.875,0.763,2.81396432410872e-17,"0","ENSG00000126458"
"ENSG00000229807",1.93557570714766e-21,0.287336659569324,0.898,0.789,3.79624463442871e-17,"0","ENSG00000229807"
"ENSG00000179918",1.19170794244936e-20,0.295913398104451,0.889,0.841,2.33729678752593e-16,"0","ENSG00000179918"
"ENSG00000130066",5.22226558569637e-19,0.257603230804728,0.593,0.431,1.02424294932263e-14,"0","ENSG00000130066"
"ENSG00000127324",7.97895190195074e-17,0.29983733848676,1,0.998,1.5649118365296e-12,"0","ENSG00000127324"
"ENSG00000111057",4.91045978797049e-83,0.833033831120551,1,0.993,9.63088478214652e-79,"1","ENSG00000111057"
"ENSG00000105369",4.38596522025322e-80,0.639293510828231,0.686,0.254,8.60219358648264e-76,"1","ENSG00000105369"
"ENSG00000142227",2.90417564872651e-73,0.899895911685045,0.974,0.755,5.69595969984731e-69,"1","ENSG00000142227"
"ENSG00000170421",6.23718784387091e-68,0.688986909362843,1,0.992,1.2232996518184e-63,"1","ENSG00000170421"
"ENSG00000090382",1.91698622622323e-66,1.3750405437964,0.964,0.805,3.75978508549162e-62,"1","ENSG00000090382"
"ENSG00000148180",2.83663980498431e-65,0.775483368034077,0.981,0.85,5.56350164951572e-61,"1","ENSG00000148180"
"ENSG00000124570",6.86231741603433e-55,0.610714499124345,0.981,0.869,1.34590631480681e-50,"1","ENSG00000124570"
"ENSG00000102265",2.7082350440779e-51,1.44278393456689,0.954,0.798,5.31166139194999e-47,"1","ENSG00000102265"
