"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ENSG00000048649",6.05673988100814e-06,0.530660522276526,0.629,0.504,0.113751631705214,"6","ENSG00000048649"
"ENSG00000008282",6.33260540919605e-06,0.534136759162706,0.903,0.957,0.118932662190111,"6","ENSG00000008282"
"ENSG00000141232",6.92248264052477e-06,0.534949314774797,0.548,0.386,0.130011146471696,"6","ENSG00000141232"
"ENSG00000136158",6.98846368131957e-06,0.769735386748196,0.581,0.455,0.131250336398863,"6","ENSG00000136158"
"ENSG00000119844",7.12467948428988e-06,0.410438511872541,0.355,0.171,0.133808605394448,"6","ENSG00000119844"
"ENSG00000007392",7.73193806800952e-06,0.441433367444538,0.484,0.302,0.145213528855287,"6","ENSG00000007392"
"ENSG00000072849",7.83710521506455e-06,0.393945479551854,0.742,0.594,0.147188673044127,"6","ENSG00000072849"
"ENSG00000011422",8.29201346994632e-06,0.680634993290286,0.484,0.299,0.155732304979062,"6","ENSG00000011422"
"ENSG00000101558",8.4418124664401e-06,0.54780501034349,0.984,0.977,0.158545679932212,"6","ENSG00000101558"
"ENSG00000196781",8.90482811424849e-06,0.359185138484725,0.484,0.296,0.167241576813701,"6","ENSG00000196781"
"ENSG00000135269",1.00838799722243e-05,0.630975726673996,0.758,0.713,0.189385349758344,"6","ENSG00000135269"
"ENSG00000204256",1.03918655679916e-05,0.742948958533244,0.677,0.632,0.195169627232451,"6","ENSG00000204256"
"ENSG00000102908",1.0972542978075e-05,0.363011255762473,0.403,0.215,0.206075329671226,"6","ENSG00000102908"
"ENSG00000092820",1.10144213420725e-05,0.6160273810954,0.839,0.857,0.206861847225464,"6","ENSG00000092820"
"ENSG00000136758",1.11045144864138e-05,0.688218826926414,0.903,0.848,0.208553886569338,"6","ENSG00000136758"
"ENSG00000135870",1.17405083452694e-05,0.288553474357404,0.355,0.174,0.220498487232504,"6","ENSG00000135870"
"ENSG00000136153",1.17721669250938e-05,0.911167086461151,0.403,0.227,0.221093067020188,"6","ENSG00000136153"
"ENSG00000163171",1.21066003170728e-05,0.551346792586108,0.5,0.33,0.227374060554943,"6","ENSG00000163171"
"ENSG00000072364",1.27835359648786e-05,0.436823253354913,0.581,0.421,0.240087588956385,"6","ENSG00000072364"
"ENSG00000151332",1.41322670031666e-05,0.455617890566838,0.403,0.224,0.265418106586472,"6","ENSG00000151332"
"ENSG000001193353",1.42363981375488e-05,0.480151627798102,0.984,0.98,0.267373793421305,"6","ENSG00000119335"
"ENSG00000198435",1.49374703511052e-05,0.289089405093904,0.274,0.113,0.280540630664107,"6","ENSG00000198435"
"ENSG00000067334",1.53253126162674e-05,0.49624461620134,0.565,0.432,0.287824696246119,"6","ENSG00000067334"
"ENSG00000138434",1.53545739475784e-05,0.695974697265516,0.565,0.431,0.28837425330947,"6","ENSG00000138434"
"ENSG00000115963",1.60075326380556e-05,0.549081432610291,0.323,0.15,0.300637470475323,"6","ENSG00000115963"
"ENSG00000185658",1.66025542649919e-05,0.426036293726663,0.581,0.458,0.311812571650813,"6","ENSG00000185658"
"ENSG00000119414",1.68201416433692e-05,0.406540306216264,0.742,0.646,0.315899080204117,"6","ENSG00000119414"
"ENSG000001325071",1.80845364503421e-05,0.666809784977318,0.968,0.966,0.339645679073875,"6","ENSG00000132507"
"ENSG00000198258",1.84280242374849e-05,0.467820666047414,0.935,0.909,0.346096723204203,"6","ENSG00000198258"
"ENSG00000141543",1.95453867640135e-05,0.432441048798986,0.694,0.561,0.367081908814938,"6","ENSG00000141543"
"ENSG00000060138",1.99449134361793e-05,0.710327281766228,0.435,0.255,0.374585419244884,"6","ENSG00000060138"
"ENSG00000156304",2.01659782248275e-05,0.3609136573362,0.355,0.188,0.378737237040486,"6","ENSG00000156304"
"ENSG00000104695",2.0947541993364e-05,0.364847213672393,0.548,0.388,0.39341578617737,"6","ENSG00000104695"
"ENSG00000143622",2.30150666126383e-05,0.37661884504052,0.468,0.299,0.432245966051961,"6","ENSG00000143622"
"ENSG00000116350",2.54133102636321e-05,0.401406632636349,0.758,0.693,0.477287380061274,"6","ENSG00000116350"
"ENSG00000143033",2.67632771090322e-05,0.383833474839795,0.532,0.364,0.502641107384733,"6","ENSG00000143033"
"ENSG00000113742",3.18513983893437e-05,0.32978199018622,0.419,0.229,0.598201113150264,"6","ENSG00000113742"
"ENSG00000173575",3.26058505177971e-05,0.409822350255799,0.419,0.257,0.612370478574747,"6","ENSG00000173575"
"ENSG00000117505",3.27494574112527e-05,0.441766246969458,0.548,0.422,0.615067559640738,"6","ENSG00000117505"
"ENSG00000137947",3.3406326412246e-05,0.524470216965514,0.532,0.396,0.627404216348391,"6","ENSG00000137947"
"ENSG00000130340",3.36177132738868e-05,0.480145509557851,0.532,0.378,0.631374272996868,"6","ENSG00000130340"
"ENSG00000117614",3.56617635367903e-05,0.461284646561999,0.645,0.541,0.669763580984459,"6","ENSG00000117614"
"ENSG00000175197",3.82687702144715e-05,0.970892709333735,0.435,0.283,0.71872577339799,"6","ENSG00000175197"
"ENSG00000174749",3.87034313181257e-05,0.499163733856488,0.613,0.514,0.726889143585718,"6","ENSG00000174749"
"ENSG00000038219",3.91156670064157e-05,0.35704967614261,0.516,0.343,0.734631342047494,"6","ENSG00000038219"
"ENSG00000105722",4.06550652288639e-05,0.370515380462043,0.468,0.295,0.763542780063294,"6","ENSG00000105722"
"ENSG00000167565",4.18325098312705e-05,0.428933293501739,0.468,0.308,0.785656367141092,"6","ENSG00000167565"
"ENSG00000197045",4.21746751566868e-05,0.353089735941891,0.629,0.523,0.792082574117736,"6","ENSG00000197045"
"ENSG00000182149",4.27521298646913e-05,0.450656796312615,0.5,0.343,0.802927750988767,"6","ENSG00000182149"
"ENSG00000139289",4.28699061300282e-05,1.8329137195797,0.387,0.233,0.805139707028059,"6","ENSG00000139289"
"ENSG00000221914",4.37987133510902e-05,0.421185492006342,0.516,0.361,0.822583635446825,"6","ENSG00000221914"
"ENSG00000137267",4.42358236302032e-05,0.655803538095057,0.452,0.305,0.830793003598846,"6","ENSG00000137267"
