"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ENSG00000213719",5.10818890866642e-09,0.270792012920743,1,0.993,0.000105596481119952,"9","ENSG00000213719"
"ENSG000001625211",5.45846089824669e-09,0.317613812161149,0.959,0.821,0.000112837303688556,"9","ENSG00000162521"
"ENSG000000786682",5.64558977209555e-09,0.310226445272862,0.992,0.928,0.000116705631768759,"9","ENSG00000078668"
"ENSG000001516891",5.65680712222478e-09,0.263908067047715,0.762,0.578,0.000116937516830631,"9","ENSG00000151689"
"ENSG000001396442",5.97554619931145e-09,0.271396298071376,1,0.99,0.000123526491032166,"9","ENSG00000139644"
"ENSG000001258441",7.04938536088135e-09,0.255539609036936,0.73,0.497,0.000145724894180139,"9","ENSG00000125844"
"ENSG000000646511",7.59743171210787e-09,0.268654224527139,0.672,0.432,0.000157054108352694,"9","ENSG00000064651"
"ENSG00000134825",7.72596738081913e-09,0.265996714500058,0.992,0.942,0.000159711197696293,"9","ENSG00000134825"
"ENSG000001679691",7.96223676788234e-09,0.30756089722948,0.844,0.714,0.000164595358465664,"9","ENSG00000167969"
"ENSG00000197006",8.03308294017869e-09,0.278385523153835,0.893,0.65,0.000166059890539374,"9","ENSG00000197006"
"ENSG000001420892",8.08983825771359e-09,0.305355207785217,0.975,0.857,0.000167233136463455,"9","ENSG00000142089"
"ENSG000001790911",8.41547256165238e-09,0.299116786637405,1,0.924,0.000173964648794478,"9","ENSG00000179091"
"ENSG000001790831",8.51346200661397e-09,0.402430248096637,0.607,0.388,0.000175990286600724,"9","ENSG00000179083"
"ENSG000001098813",8.69788566287726e-09,0.345856758076191,0.967,0.858,0.000179802692422999,"9","ENSG00000109881"
"ENSG00000136240",9.179697758938e-09,0.305045161297502,0.926,0.805,0.000189762712072766,"9","ENSG00000136240"
"ENSG00000152291",9.36177710611702e-09,0.260661627470853,0.885,0.664,0.000193526656337651,"9","ENSG00000152291"
"ENSG00000023909",1.00921326046324e-08,0.365134872080172,0.902,0.726,0.000208624565202962,"9","ENSG00000023909"
"ENSG000000900601",1.02378637428431e-08,0.281642575340616,0.951,0.827,0.000211637119292052,"9","ENSG00000090060"
"ENSG00000187051",1.02576486728968e-08,0.292056153762727,0.951,0.853,0.000212046113366123,"9","ENSG00000187051"
"ENSG000001559591",1.06854368706401e-08,0.266318020529309,0.926,0.781,0.000220889350989873,"9","ENSG00000155959"
"ENSG000002456481",1.06930170540854e-08,0.252768393951204,0.689,0.436,0.000221046048542053,"9","ENSG00000245648"
"ENSG000000884481",1.0887539952784e-08,0.265762235385101,0.762,0.556,0.000225067225903951,"9","ENSG00000088448"
"ENSG00000070010",1.10216177207915e-08,0.286922798922805,0.787,0.541,0.000227838881524203,"9","ENSG00000070010"
"ENSG000001634631",1.17319832247566e-08,0.298176674213104,0.943,0.846,0.000242523557222168,"9","ENSG00000163463"
"ENSG000001196552",1.2438781624103e-08,0.301983652091349,0.984,0.935,0.000257134493733458,"9","ENSG00000119655"
"ENSG00000180992",1.26979311254437e-08,0.289098608638504,0.984,0.945,0.000262491632225171,"9","ENSG00000180992"
"ENSG00000148444",1.30180701869803e-08,0.290427309645026,0.672,0.446,0.000269109546905257,"9","ENSG00000148444"
"ENSG000001360261",1.32361854141278e-08,0.255426040025955,0.705,0.458,0.000273618424880849,"9","ENSG00000136026"
"ENSG000001792621",1.34223681079955e-08,0.305683251955247,0.869,0.692,0.000277467193528483,"9","ENSG00000179262"
"ENSG00000162910",1.67068711646884e-08,0.252126247537253,0.869,0.685,0.000345364440716438,"9","ENSG00000162910"
"ENSG000001564671",1.7124400444741e-08,0.336729933632074,1,0.965,0.000353995605993685,"9","ENSG00000156467"
"ENSG00000116350",1.78331204718632e-08,0.313449631874581,0.877,0.694,0.000368646266394355,"9","ENSG00000116350"
